masterpiece,5,Quality tag,
best_quality,5,Quality tag,
high_quality,5,Quality tag,
normal_quality,5,Quality tag,
low_quality,5,Quality tag,
worst_quality,5,Quality tag,
masterpiece,5,Quality tag,
extremely_detailed_CG_unity_8k_wallpaper,5,Quality tag,
